id,Name,titleProject_id,class,score
540027560,Эштрекова Софья Алексеевна,76,9в,3
857742472,Кутаманова Кира Андреевна,182,10т,2
139125501,Кыштымова Евгения Эдуардовна,255,8в,5
418020310,Ккнязева Клавдия Дмитриевна,34,7б,5
540134168,Глаголина Алиса Никитична,249,9д,2
162843262,Рисина Раиса Валерьевна,451,10а,4
117723209,Ребров Алексей Георгиевич,289,8и,3
646004923,Вырысалова Александра Евгеньевна,39,11и,2
925075937,Гомольский Владимир Юриевич,314,11х,5
865329429,Швинова Марина Федоровна,271,8г,5
825841752,Рудковская Инна Дмитриевна,6,7т,3
11707562,Решеткина Дарья Василевна,408,10и,3
558688679,Евстихеев Игорь Василиевич,422,10х,5
161113699,Лазарина Алёна Федоровна,161,8б,3
498339074,Гляченков Григорий Николаевич,431,10а,5
37444802,Чардынцева Алина Вадимовна,135,10д,3
561035435,Скаредов Яков Иванович,337,9т,5
799743220,Юрицкий Эдуард Денисович,192,7д,3
831836666,Кравчина Светлана Аркадьевна,413,11г,5
112198809,Чмареткова Полина Вадимовна,449,10а,2
7448762,Углова Галина Романовна,260,9г,3
553750038,Згуровская Виктория Андреевна,220,9т,4
119879522,Секерский Станислав Сергеевич,235,10а,4
482872792,Жевайкин Евгений Адамович,86,11г,3
848732841,Коточигов Семён Игоревич,26,9д,5
801366584,Калонин Альберт Денисович,297,8б,2
856741160,Валягин Григорий Антонович,94,10в,4
995819401,Коцева Кристина Николаевна,412,9г,3
423941539,Голина Кристина Максимовна,3,7х,3
695525510,Батрамеев Анатолий Романович,354,9х,3
73205143,Чикмарев Валентин Валериевич,306,9и,5
399456740,Киницына Валерия Олеговна,202,7х,4
382664650,Числин Юрий Денисович,121,7в,2
79666355,Стебунова Юлия Романовна,358,9т,3
751947932,Кацов Павел Павлович,236,10г,5
359810902,Гоцев Тарас Викторович,41,8в,3
19971537,Мотовицкий Роман Аркадиевич,31,11и,5
165352051,Чурзина Клара Егоровна,308,10б,3
318112789,Щепалкина Валерия Сергеевна,134,9б,4
422479105,Утимишев Ярослав Игоревич,239,11а,3
782052819,Алуханов Кирилл Фёдорович,298,7т,2
155929921,Полунеев Валентин Валериевич,307,8и,2
423340552,Крупенова Наталия Андреевна,209,7в,5
502364192,Корнюшин Илья Юрьевич,44,10т,3
320675627,Паушева Виолетта Никитична,310,8г,4
298012375,Берзин Герасим Антонович,349,11т,5
307880746,Шулунова Алла Алексеевна,54,7д,4
592754864,Трепашова София Яковлевна,399,11а,2
920240241,Чумейкин Константин Антонович,8,8б,5
726169433,Польшиков Денис Игоревич,495,9и,2
325288048,Медоусова Жанна Романовна,252,7б,2
928988382,Акуратова Клавдия Андреевна,92,9г,5
582213198,Курмеева Елизавета Валерьевна,486,8а,5
230819709,Бадов Александр Аркадиевич,217,10г,3
601347057,Бакушин Эдуард Адамович,265,7б,5
545195423,Чебина Инна Сергеевна,273,10т,2
177579023,Подледнова Наталья Ивановна,112,11и,3
544974445,Садгеева Лиза Евгеньевна,460,11г,3
534475870,Акушин Борис Павлович,493,9т,2
842454121,Аришев Руслан Кириллович,379,10т,3
386800733,Гуслова Кристина Олеговна,389,9в,2
532361805,Глоточкина Оксана Аркадьевна,370,9и,5
853187720,Шапина Маргарита Романовна,163,8б,5
988630512,Дурылин Георгий Валериевич,261,11т,4
823355469,Болкисева Анна Викторовна,248,7х,4
896617310,Багапов Вячеслав Сергеевич,99,7д,4
590649393,Люцарева Яна Аркадьевна,376,11б,2
318186557,Боготынина София Егоровна,63,11б,5
250400890,Саюшкин Игорь Алексиевич,211,11х,5
840211945,Потешных Тамара Николаевна,468,11в,3
482605133,Незлина Жанна Василевна,426,8б,5
274096157,Федичева Вероника Кирилловна,37,7х,4
804022408,Пустынкин Вадим Антонович,388,10в,5
127084597,Аринакова Ирина Михайловна,150,8в,5
447739999,Обиралкова Мария Егоровна,294,11т,5
715679399,Аристарова Валентина Максимовна,443,11г,2
439297731,Яуров Герасим Юрьевич,38,9а,5
521326882,Духонькин Вячеслав Фёдорович,2,9в,4
868844788,Гвасков Евгений Михаилович,402,9в,5
151686972,Жабынина Галина Николаевна,185,7х,5
964022146,Шерюкова Виолетта Романовна,440,9б,4
35350066,Колокатов Пётр Евгеньевич,484,10в,3
709226446,Шайдуков Андрей Михаилович,317,9и,4
16068400,Смирнягина Дарья Игоревна,425,10в,4
445325205,Штырева Ева Олеговна,258,11и,2
307054988,Ашукин Вячеслав Михаилович,191,10т,4
870792932,Рубченкова Галина Алексеевна,190,9в,3
986286617,Зархин Иван Алексиевич,478,11и,5
141521111,Адиотов Дмитрий Павлович,156,7б,3
75714453,Тищенкова Раиса Валерьевна,79,7д,3
617562224,Лозеев Илья Петрович,205,10д,2
568805806,Кобяшов Герасим Михаилович,305,11т,2
687529196,Ронова Клавдия Валерьевна,107,7и,4
40638085,Стрижнов Алексей Евгеньевич,385,11г,3
783268844,Волынский Алексей Виталиевич,362,11т,5
501459970,Машонский Василий Данилович,23,9д,5
791991864,Буриева Зинаида Аркадьевна,104,11д,4
297112756,Борщина Алёна Ивановна,377,11а,5
438574136,Белчков Олег Иванович,275,10а,4
521443688,Остропиков Альберт Данилович,157,8г,2
410565474,Оргонова Любовь Максимовна,264,7б,4
247450286,Мальков Юрий Евгеньевич,228,7г,3
901577871,Свльхова Наталья Вадимовна,160,9т,5
30584448,Мякушков Герасим Леонидович,102,10т,3
976361012,Межуев Георгий Юриевич,355,8г,4
145286693,Чериншев Александр Сергеевич,439,8а,2
675126205,Муниров Алексей Андреевич,117,11г,3
900211645,Климухин Руслан Романович,269,10в,3
139796447,Дембская Екатерина Никитична,64,11б,4
955691553,Тюнеев Яков Фёдорович,417,10т,2
753060754,Трушитин Антон Данилович,168,9х,3
711049705,Балакишиев Роман Алексиевич,143,11х,5
134440462,Немтюрева Валерия Аркадьевна,12,10г,4
683372789,Складанова Клавдия Аркадьевна,257,9а,3
784982434,Заходина Полина Леонидовна,93,10д,4
40440836,Муринов Анатолий Борисович,171,11б,5
885361976,Гришалова Любовь Евгеньевна,301,8т,3
559302253,Ситчихин Станислав Георгиевич,247,8т,5
726535856,Просяных Георгий Василиевич,366,9в,2
827441576,Дзабиев Григорий Георгиевич,259,11д,5
160229801,Рыбаулин Григорий Алексеевич,140,11а,5
924217993,Тупиева Екатерина Ивановна,400,7д,2
275949263,Куверчева Алена Ивановна,170,10д,3
970836638,Цаблинова Виктория Богдановна,342,9г,4
349469319,Синенков Григорий Леонидович,230,9в,5
611675550,Лизункин Артур Олегович,4,11в,5
719725043,Славущева Александра Эдуардовна,81,8а,5
921558054,Шахвердов Дмитрий Антонович,132,11б,2
227855359,Рапацкая Ольга Ивановна,223,10г,3
321208312,Сторокожев Виталий Аркадиевич,159,9б,2
613940599,Половодов Кирилл Николаевич,18,8т,5
878023801,Халтанова Алена Дмитриевна,49,8б,3
884174798,Заложнев Роман Фёдорович,448,8в,4
369561477,Рыжих Кристина Аркадьевна,213,7а,4
675366087,Буров Руслан Игоревич,405,11и,5
114094191,Гачков Виталий Евгеньевич,277,9т,4
118022864,Кадилов Геннадий Борисович,225,10в,3
885621746,Гликина Алёна Эдуардовна,454,9б,3
347314210,Ичкинина Любовь Андреевна,299,8г,5
848678353,Мозшорина Кира Дмитриевна,65,8б,3
905708552,Брижеватов Константин Борисович,152,11т,2
568408714,Бучеров Тарас Викторович,429,10д,4
794603916,Мисютина Валерия Эдуардовна,368,9г,2
640474075,Льянов Федор Вадимович,328,8а,4
621870866,Щуркин Георгий Яковлевич,180,8в,4
237630831,Акулин Федор Адамович,241,10г,4
590005533,Волженкова Екатерина Ивановна,233,9д,4
99891286,Махометова София Викторовна,424,8и,3
57289021,Зызлов Геннадий Антонович,274,7в,3
626781256,Девляшова Кира Олеговна,51,11д,5
887860389,Яковкина Алена Никитична,320,9т,5
597291999,Бузулев Вадим Николаевич,331,10д,3
753708669,Ганельский Юрий Юриевич,474,9д,3
804075686,Шкапрова Ева Ивановна,371,7б,5
141497264,Чичирин Владимир Георгиевич,11,10а,4
424585093,Шилова Надежда Викторовна,124,9б,2
25315330,Коваев Руслан Михаилович,487,9т,3
570863544,Саверина Надежда Андреевна,407,11б,4
736038453,Тишанкин Олег Адамович,334,9д,3
716330160,Широпаев Валерий Сергеевич,406,9б,2
858343646,Щепанин Олег Адамович,226,7а,3
512408864,Оплетин Владислав Аркадиевич,361,10х,4
502454481,Оденова Карина Андреевна,409,8и,4
55221799,Семагин Альберт Андреевич,456,10х,4
489508597,Черданцева Анастасия Олеговна,128,8х,3
918719400,Лонцова Елизавета Эдуардовна,224,7х,3
847038962,Сарсекеева Алёна Никитична,462,11и,4
351878483,Аковецкий Антон Евгеньевич,500,8б,4
823905190,Аратский Станислав Борисович,351,9и,2
265966099,Чужриков Пётр Денисович,200,9в,3
684548641,Никитшин Алексей Кириллович,111,11и,3
521939059,Симендяев Василий Алексиевич,45,8д,4
134935512,Ошитков Максим Сергеевич,151,10г,4
475036069,Юрасов Евгений Романович,338,9и,3
511099709,Головяшин Павел Юриевич,179,7г,5
264671988,Манжурина Екатерина Сергеевна,219,7т,3
302613636,Никурашин Олег Евгеньевич,291,11х,2
7467833,Бехтерев Федор Вадимович,137,9х,3
243938348,Годлевская Катерина Дмитриевна,403,11г,3
455132421,Акиярова Алина Эдуардовна,9,11а,4
664884390,Милина Алена Петровна,359,8г,3
981704020,Воловин Борис Викторович,350,7т,2
674193603,Туморина Ксения Федоровна,133,8б,5
97526437,Желейков Вячеслав Яковлевич,199,8г,3
443458270,Шишорнина Екатерина Алексеевна,183,8т,3
891786720,Юумогулова Виолетта Игоревна,311,10х,3
607039371,Рецков Денис Денисович,85,10д,2
355462402,Химунина Елизавета Ивановна,392,7д,2
605033017,Кобрянов Александр Алексиевич,455,7т,2
301645080,Бирылов Тарас Данилович,243,11а,3
252897357,Туфатулин Ярослав Леонидович,485,8х,4
780676787,Долбишев Николай Аркадиевич,292,10б,5
691615958,Махтумова Алёна Эдуардовна,186,10б,4
298176739,Нарзаркин Алексей Романович,423,10т,2
526919482,Куранина Алена Леонидовна,196,9б,4
239088489,Ситюков Аркадий Евгеньевич,32,10в,3
355617956,Мизюрова Алиса Никитична,176,7г,4
771980047,Пандурова Алиса Дмитриевна,130,9б,2
587787485,Жилейкин Борис Тимофеевич,91,7в,2
740580155,Корпункова Виолетта Сергеевна,83,11а,3
17368920,Пашохонова Анастасия Федоровна,467,9в,4
703462149,Сузальцева Тамара Михайловна,357,8х,4
151162841,Чиличкина Светлана Яковлевна,5,8в,5
843290596,Шантыкова Карина Максимовна,198,10д,3
160641361,Недосекин Владислав Яковлевич,457,10а,4
204386861,Максимкин Федор Фёдорович,172,10г,2
522867019,Матбиюшина Виктория Игоревна,237,8д,2
435780593,Шишкунов Герасим Юрьевич,110,8т,4
3964411,Сухинин Георгий Алексиевич,475,10х,4
327783435,Бисеева Полина Романовна,48,7д,5
533461191,Жукулов Михаил Денисович,60,11г,3
568056538,Тоняев Герасим Петрович,378,9т,5
88330433,Шушенкова Алёна Олеговна,36,7и,2
560262469,Разроев Дмитрий Павлович,59,9а,2
914099688,Баззаев Анатолий Данилович,339,9д,2
448845234,Цекова Алла Олеговна,50,8д,2
10314766,Аборонова Алиса Алексеевна,444,7г,5
781665600,Ягловская Ева Олеговна,181,8в,4
647018012,Шароварова Яна Романовна,175,8а,4
695152324,Общев Яков Викторович,466,8а,4
329350599,Ойзерская Катерина Эдуардовна,120,7х,2
766732594,Прусский Ярослав Иванович,479,11б,2
769625355,Лабинов Павел Алексеевич,272,7б,5
921745057,Покровов Эдуард Павлович,312,8б,2
163846721,Мачехин Эдуард Данилович,19,7д,3
439120662,Кодорская Раиса Ивановна,27,11б,3
194825221,Кондраева Марина Ивановна,469,9д,3
196564293,Бульенков Валентин Иванович,136,10т,4
632022031,Тагакова Вероника Яковлевна,393,8т,4
585647271,Гершанова Любовь Евгеньевна,383,11т,5
538719001,Салина Алена Егоровна,73,11в,5
994719412,Фрумова Зинаида Аркадьевна,78,8а,4
833771658,Хорняков Борис Борисович,13,8г,2
140498452,Гдагазина Лиза Василевна,212,9т,5
842655392,Агаршев Ярослав Михаилович,276,9т,2
685512924,Корюшин Пётр Антонович,326,8х,2
689956049,Калаев Пётр Алексиевич,68,8а,3
875189254,Ккаталкина Виолетта Егоровна,53,7б,2
378069233,Рачнов Герасим Алексеевич,103,10а,5
701659133,Миндубаева Людмила Леонидовна,477,11и,2
467909244,Агафьева Вера Ивановна,352,11х,3
27729397,Житин Эдуард Адамович,481,9а,5
